TimeStamp,Is_Participate,PosterScore,PhraseScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton,SuveyType,PraseType,,
8/21/2024 11:07:37,Yes,70,75,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,No,3,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:08:11,Yes,50,5,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,No,2,2,もっといいフレーズがあると思います。,自治体の指示どおりの分別はやって当然です。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:08:20,Yes,30,30,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,5,5,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:08:30,Yes,55,90,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,4,分別しない人は促すより罰する方が良い,お菓子を食べると包装ゴミがいっぱい出るのが気になる。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:08:48,Yes,65,60,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:08:54,Yes,30,30,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:07,Yes,100,85,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,ごみ問題は大切,資源ごみ再利用,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:11,Yes,90,80,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,No,4,2,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:19,Yes,4,85,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:21,Yes,60,60,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:42,Yes,50,85,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:47,Yes,90,64,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,特にありません,特にありません,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:09:55,Yes,4,39,3,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:10:04,Yes,10,5,1,2,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,紙ごみを資源ごみに収集したいけれど、ラミネート加工やホッチキスがついたものは混乱してしまう。地区によっても分別が違うのも問題だと思う。,まだ日本では過剰包装が多い。かと言って、買い物後のエコバッグ廃止は観光客などゴミ袋など利用する際には便利だったし、何か対策がおかしいと思う。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:10:56,Yes,59,63,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:10:58,Yes,60,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,5,4,進めやすい,プラスチックゴミなどは、小さくコンパクトにまとめている,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:11:01,Yes,55,1,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,4,今必要なアンケート。みんな無頓着。,もっと自然資源を使ったり，大切にすべき。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:11:14,Yes,50,70,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:11:43,Yes,7,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:11:45,Yes,3,6,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,5,3,分別を促すポスターに期待します,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:11:47,Yes,75,55,1,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,3,ゴミに対する意識が高まった,できる限りきれいに分別する,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:11:56,Yes,4,5,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:12:42,Yes,70,70,4,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:12:58,Yes,8,8,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,No,2,2,いかに伝えるかは誰に伝えるかで大きく変化するので難しいと感じます。,住んでいる自治体の分別方法を調べること。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:13:29,Yes,6,80,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,分別について意識しています,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:13:29,Yes,80,80,1,2,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,female,No,4,4,特になし,正しい分別,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:13:41,Yes,30,10,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:13:56,Yes,7,7,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,4,4,紙を資源ごみに回す,使えるごみを資源ごみに回す,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:13:58,Yes,100,100,1,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,2,2,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:14:04,Yes,4,5,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:14:20,Yes,40,30,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:14:42,Yes,30,63,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,5,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:14:57,Yes,60,55,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,No,3,3,資源を大切に,分別している,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:15:10,Yes,5,5,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,20dai,female,Yes,3,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:15:20,Yes,30,20,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:15:42,Yes,90,95,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,ゴミの分別を間違っている人が多いのか気になった。,資源ごみは出来るだけまとめている,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:16:16,Yes,50,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,2,2,分別先が多くて覚えるのが大変,なるべく分別しようとしているが、覚えてないものは燃えるゴミ,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:16:46,Yes,30,30,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:16:51,Yes,50,50,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,No,4,3,,個人情報が載っている紙は資源ごみに捨てにくいです。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:10,Yes,3,2,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,2,2,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:27,Yes,5,7,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,No,3,3,ちょっとした言葉の違いでも意識が変わる感じがした。,紙ゴミは特に分別して、回収に出している。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:37,Yes,50,85,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,2,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:39,Yes,2,30,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,5,もっと良いフレーズがあると思う,無駄な物が多い政治家がアホだから法律作れない,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:43,Yes,61,55,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,ほんの少しの言い回しの違いで、与える印象が随分変わるのだと感じた。,プラスチックごみをなるべく小さくして捨てている。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:44,Yes,75,60,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,No,4,4,資源を大切にしようという意識の向上,自治会の資源ごみ回収に協力している,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:17:56,Yes,99,20,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,5,4,,可能な限り分別している,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:18:03,Yes,5,5,3,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:18:37,Yes,6,7,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:18:39,Yes,100,100,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,分別をきちんとしようと思いました。,ポイ捨てはしない,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:19:20,Yes,30,40,1,2,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,2,2,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:19:24,Yes,70,60,4,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:19:41,Yes,70,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:20:13,Yes,100,100,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,分別は大事,ポイ捨てはしない,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:20:30,Yes,35,20,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,特になし,できるだけゴミが増えそうなものを買わないようにしている,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:20:39,Yes,7,7,4,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,No,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:21:39,Yes,60,60,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,No,4,2,特にありません,特にありません,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:22:00,Yes,70,70,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,リサイクルは大切だと思いました,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:22:11,Yes,5,5,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:22:57,Yes,50,70,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,other,other,No,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:23:14,Yes,90,80,4,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:23:16,Yes,80,70,3,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,70dai,male,Yes,4,4,ノートが資源ごみになるとは、以外でした。,ゴミの分別はできるだけ、正確に分別するようにしています。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:23:19,Yes,45,70,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:23:20,Yes,40,75,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,怖い目は見たくないです,ちゃんと分ける,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:24:07,Yes,6,6,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:24:18,Yes,60,50,4,2,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,female,Yes,5,3,,環境は良くしたいが何が出来てる訳でもないが、せめてゴミなどルールは最低限守る,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:24:43,Yes,10,100,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,5,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:24:59,Yes,8,74,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,3,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:25:21,Yes,3,30,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,2,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:25:35,Yes,6,6,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:25:43,Yes,86,69,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,No,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:27:38,Yes,94,84,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:27:59,Yes,60,60,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:28:44,Yes,50,80,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,5,分別品が細かくない,ゴミを出さないようにする,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:28:51,Yes,50,50,4,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,No,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:28:54,Yes,80,80,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:28:57,Yes,20,80,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,4,資源ごみは分ける必要性があること,燃えるゴミの中でも、プラスティックトレーや牛乳パックなどはスーパー設置のリサイクルコーナーに持って行ったり、使用済みの油も専用の設置場所に持って行ったりして分けることができるものはできる限り分けるように心がけています。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:29:13,Yes,50,60,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,female,Yes,5,4,こういうアンケートが実施されることは、ゴミ収集してくれる人の為にも、私たちが出来る最低限の啓蒙活動で良いことだと思います,分別がわからない時は自治体発行の冊子を確認しています,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:29:58,Yes,40,60,3,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,4,ポスターのデザインが良くない,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:30:15,Yes,60,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:30:39,Yes,5,5,1,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:30:46,Yes,60,60,2,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:30:52,Yes,100,100,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:31:17,Yes,90,90,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,5,町内を見ても何でも可燃物で出す家庭が多すぎる。,こまめに分別する。,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:31:52,Yes,75,80,3,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,3,改めてごみの分別の大切さを感じました。,市町村の指示にきちんと従って処理すること,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:32:06,Yes,80,80,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:35:18,Yes,50,70,4,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,No,3,3,特になし,特になし,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:37:19,Yes,25,10,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,5,5,実施する意味が不明,分別の徹底,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 12:21:32,Yes,85,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 12:23:34,Yes,70,75,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 12:24:52,Yes,70,90,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 12:37:54,Yes,50,60,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 12:37:57,Yes,90,90,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 13:20:52,Yes,6,6,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,male,Yes,3,3,,,c,多くの資源ごみが燃やすごみとして分別されています。,,
8/21/2024 11:04:58,Yes,10,10,4,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,4,4,,,d,資源ごみは燃やすごみとして分別されるものではありません。,,
8/21/2024 11:05:02,Yes,5,6,1,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,5,,,d,資源ごみは燃やすごみとして分別されるものではありません。,,
8/21/2024 11:05:34,Yes,60,90,2,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,2,2,特にありません,特にありません,d,資源ごみは燃やすごみとして分別されるものではありません。,,
8/21/2024 11:06:08,Yes,100,100,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,No,5,4,,,d,資源ごみは燃やすごみとして分別されるものではありません。,,
8/21/2024 11:06:47,Yes,65,33,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,No,1,2,,,d,資源ごみは燃やすごみとして分別されるものではありません。,,
8/21/2024 11:07:31,Yes,70,70,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,No,4,3,,,d,資源ごみは燃やすごみとして分別されるものではありません。,,
